contact;education;day;duration;campaign;previous;poutcome;loan
telephone;secondary;29;246;2;0;unknown;no
cellular;tertiary;21;761;2;0;unknown;no
telephone;tertiary;29;171;1;0;unknown;no
unknown;tertiary;6;143;1;0;unknown;no
unknown;secondary;6;968;1;0;unknown;no
cellular;primary;2;154;1;1;failure;no
cellular;secondary;13;201;1;0;unknown;no
cellular;secondary;16;205;1;0;unknown;no
cellular;secondary;5;200;3;0;unknown;no
unknown;secondary;8;210;2;0;unknown;yes
cellular;tertiary;22;215;10;0;unknown;no
cellular;secondary;4;164;2;4;other;no
unknown;secondary;16;35;6;0;unknown;no
unknown;secondary;28;615;1;0;unknown;no
cellular;secondary;11;246;3;0;unknown;yes
telephone;secondary;9;42;1;0;unknown;yes
cellular;tertiary;8;217;1;0;unknown;no
unknown;secondary;26;210;1;0;unknown;no
unknown;secondary;26;116;4;0;unknown;no
unknown;secondary;3;200;1;0;unknown;no
unknown;unknown;15;145;4;0;unknown;no
unknown;secondary;5;41;1;0;unknown;no
cellular;tertiary;18;192;2;0;unknown;no
cellular;secondary;17;80;2;2;other;no
unknown;tertiary;20;121;11;0;unknown;no
unknown;secondary;23;106;3;0;unknown;no
cellular;tertiary;20;230;1;0;unknown;no
unknown;secondary;29;125;2;0;unknown;no
cellular;tertiary;11;67;1;0;unknown;yes
unknown;secondary;2;26;1;0;unknown;yes
unknown;secondary;15;395;2;0;unknown;no
cellular;secondary;29;603;2;0;unknown;no
cellular;primary;7;185;2;0;unknown;no
cellular;secondary;28;287;2;0;unknown;no
cellular;unknown;26;149;1;0;unknown;no
cellular;secondary;18;173;7;0;unknown;yes
cellular;primary;28;118;2;0;unknown;no
unknown;secondary;19;314;1;0;unknown;no
cellular;primary;7;378;1;0;unknown;no
telephone;secondary;21;94;7;3;other;no
cellular;secondary;25;108;4;0;unknown;yes
cellular;tertiary;5;203;2;0;unknown;no
cellular;secondary;13;121;1;0;unknown;no
unknown;tertiary;16;489;2;0;unknown;no
unknown;secondary;8;287;1;0;unknown;yes
cellular;secondary;11;652;1;4;other;no
cellular;secondary;13;612;2;3;other;no
cellular;tertiary;25;53;5;0;unknown;no
cellular;tertiary;18;442;1;0;unknown;no
cellular;secondary;12;664;3;0;unknown;no
cellular;tertiary;14;394;2;0;unknown;no
unknown;primary;9;230;3;0;unknown;no
cellular;tertiary;11;877;7;2;other;no
telephone;secondary;9;1971;4;0;unknown;no
cellular;secondary;21;161;2;0;unknown;no
unknown;secondary;3;188;5;0;unknown;no
cellular;secondary;18;23;5;0;unknown;no
cellular;tertiary;5;176;2;0;unknown;no
telephone;tertiary;3;26;2;1;failure;no
unknown;unknown;19;212;1;0;unknown;no
cellular;primary;13;119;2;0;unknown;no
cellular;tertiary;7;205;5;0;unknown;no
unknown;tertiary;3;73;4;0;unknown;no
cellular;secondary;20;1258;2;2;other;yes
telephone;secondary;29;57;2;0;unknown;no
unknown;secondary;5;115;2;0;unknown;no
unknown;secondary;19;58;1;0;unknown;no
cellular;tertiary;11;238;1;0;unknown;no
telephone;primary;20;207;3;0;unknown;no
cellular;tertiary;3;178;2;0;unknown;no
unknown;secondary;14;20;11;0;unknown;no
cellular;tertiary;11;188;3;0;unknown;no
cellular;primary;14;143;1;2;failure;no
cellular;secondary;25;232;1;4;success;no
cellular;secondary;7;127;2;0;unknown;no
cellular;secondary;8;380;4;1;failure;yes
cellular;tertiary;19;167;3;0;unknown;no
cellular;tertiary;22;796;1;1;failure;no
cellular;tertiary;13;303;2;0;unknown;no
cellular;secondary;17;407;2;0;unknown;no
cellular;secondary;16;229;1;0;unknown;yes
cellular;tertiary;11;108;2;0;unknown;no
cellular;tertiary;25;265;1;0;unknown;no
telephone;secondary;25;168;1;0;unknown;no
cellular;secondary;17;97;1;0;unknown;no
cellular;primary;15;169;1;1;failure;no
cellular;tertiary;23;103;2;2;other;no
unknown;tertiary;3;599;3;0;unknown;yes
cellular;tertiary;29;322;2;0;unknown;no
unknown;tertiary;21;304;1;0;unknown;no
cellular;primary;12;52;3;0;unknown;no
cellular;secondary;18;655;4;0;unknown;no
cellular;secondary;9;101;2;0;unknown;yes
cellular;tertiary;3;65;2;0;unknown;no
cellular;secondary;15;173;4;0;unknown;no
telephone;secondary;14;162;3;0;unknown;no
cellular;primary;14;78;2;0;unknown;no
cellular;tertiary;14;646;5;0;unknown;no
cellular;tertiary;30;114;2;0;unknown;no
unknown;tertiary;4;141;6;0;unknown;no
cellular;secondary;15;133;4;0;unknown;no
unknown;secondary;6;1994;2;0;unknown;no
cellular;secondary;6;140;2;0;unknown;no
cellular;primary;15;82;3;0;unknown;no
cellular;secondary;17;150;1;0;unknown;no
cellular;primary;27;605;1;1;other;no
telephone;secondary;18;164;1;2;other;no
cellular;tertiary;19;36;1;0;unknown;no
telephone;tertiary;29;104;2;0;unknown;no
unknown;secondary;12;413;1;0;unknown;no
cellular;secondary;12;153;1;0;unknown;no
unknown;primary;15;237;2;0;unknown;no
cellular;tertiary;25;743;13;0;unknown;no
cellular;secondary;28;82;4;0;unknown;no
cellular;primary;15;924;4;0;unknown;no
unknown;secondary;17;117;3;0;unknown;no
cellular;tertiary;5;550;4;0;unknown;no
unknown;secondary;24;5;1;0;unknown;yes
cellular;tertiary;17;325;2;0;unknown;no
unknown;secondary;27;345;1;0;unknown;no
cellular;primary;6;331;2;0;unknown;no
cellular;secondary;7;112;1;0;unknown;yes
unknown;secondary;30;115;6;0;unknown;no
cellular;secondary;20;381;3;0;unknown;no
cellular;tertiary;7;119;1;3;failure;no
unknown;tertiary;28;25;1;0;unknown;no
cellular;secondary;28;929;1;0;unknown;no
unknown;tertiary;14;429;1;0;unknown;no
cellular;tertiary;20;491;1;1;other;no
cellular;secondary;18;146;1;0;unknown;no
cellular;tertiary;21;191;2;0;unknown;no
cellular;tertiary;8;406;3;0;unknown;no
telephone;secondary;9;220;2;0;unknown;no
cellular;secondary;30;253;5;0;unknown;no
telephone;secondary;30;340;2;0;unknown;no
unknown;secondary;30;154;1;0;unknown;no
cellular;secondary;27;104;5;0;unknown;no
cellular;primary;5;127;2;4;failure;no
cellular;primary;29;144;1;1;other;no
cellular;secondary;19;149;2;0;unknown;no
cellular;tertiary;4;261;1;6;success;no
cellular;tertiary;29;87;1;1;failure;no
cellular;tertiary;21;719;5;0;unknown;no
unknown;secondary;27;292;7;0;unknown;no
unknown;secondary;2;145;1;0;unknown;no
cellular;tertiary;30;52;3;0;unknown;no
cellular;secondary;17;146;1;1;failure;no
cellular;secondary;6;451;1;2;failure;no
cellular;tertiary;19;98;4;0;unknown;no
unknown;secondary;29;238;2;0;unknown;no
cellular;tertiary;27;85;7;0;unknown;no
cellular;tertiary;30;323;4;0;unknown;no
unknown;primary;17;116;1;0;unknown;no
cellular;tertiary;10;267;1;0;unknown;no
unknown;primary;23;201;2;0;unknown;no
cellular;unknown;11;105;1;2;failure;no
unknown;secondary;23;193;2;0;unknown;no
cellular;secondary;30;113;1;0;unknown;no
unknown;secondary;29;151;2;0;unknown;no
cellular;secondary;20;200;2;0;unknown;no
cellular;secondary;21;214;4;0;unknown;no
cellular;secondary;9;36;6;0;unknown;yes
cellular;tertiary;18;58;2;0;unknown;yes
unknown;secondary;6;174;2;0;unknown;no
cellular;tertiary;30;587;1;0;unknown;no
cellular;tertiary;25;112;1;0;unknown;no
unknown;tertiary;17;279;1;0;unknown;no
cellular;secondary;16;270;1;0;unknown;no
cellular;primary;6;116;2;3;failure;no
unknown;tertiary;27;129;2;0;unknown;no
cellular;secondary;13;38;2;4;failure;no
unknown;secondary;28;138;1;0;unknown;yes
cellular;tertiary;19;338;1;0;unknown;no
unknown;secondary;26;565;3;0;unknown;yes
cellular;secondary;13;77;8;0;unknown;no
cellular;tertiary;19;314;2;1;failure;yes
unknown;primary;20;179;2;0;unknown;no
unknown;tertiary;7;294;1;0;unknown;yes
cellular;secondary;5;298;1;0;unknown;no
telephone;secondary;14;427;2;0;unknown;no
cellular;secondary;12;87;4;4;failure;no
cellular;tertiary;9;397;1;0;unknown;no
cellular;tertiary;9;344;1;1;failure;no
cellular;primary;23;74;5;0;unknown;no
unknown;primary;30;148;4;0;unknown;no
unknown;tertiary;6;161;3;0;unknown;no
unknown;primary;19;110;1;0;unknown;no
cellular;secondary;10;1529;1;1;failure;no
cellular;tertiary;12;236;1;1;success;no
cellular;tertiary;8;89;2;0;unknown;no
cellular;secondary;17;390;1;1;failure;no
unknown;secondary;5;1467;1;0;unknown;no
unknown;secondary;15;646;3;0;unknown;yes
unknown;secondary;23;66;1;0;unknown;no
cellular;tertiary;21;160;3;3;failure;yes
cellular;tertiary;15;14;2;0;unknown;no
unknown;secondary;6;220;4;0;unknown;no
unknown;secondary;19;1007;1;0;unknown;yes
cellular;secondary;30;149;13;0;unknown;no
unknown;tertiary;8;665;1;0;unknown;no
telephone;secondary;15;174;3;0;unknown;no
cellular;tertiary;23;105;1;0;unknown;no
cellular;secondary;13;990;1;0;unknown;no
cellular;tertiary;19;582;1;0;unknown;no
cellular;secondary;12;136;1;0;unknown;no
cellular;secondary;10;223;1;4;failure;no
cellular;tertiary;8;205;2;0;unknown;no
cellular;primary;14;214;1;1;failure;no
cellular;tertiary;11;217;6;0;unknown;no
cellular;secondary;9;171;2;5;success;no
unknown;secondary;13;50;1;0;unknown;no
unknown;tertiary;5;65;3;0;unknown;no
unknown;secondary;5;55;1;0;unknown;no
unknown;secondary;20;256;3;0;unknown;no
unknown;secondary;21;151;1;0;unknown;yes
cellular;tertiary;18;226;1;0;unknown;no
cellular;tertiary;23;97;5;0;unknown;no
telephone;secondary;22;92;1;0;unknown;yes
cellular;secondary;14;493;5;0;unknown;no
cellular;tertiary;20;216;3;0;unknown;no
cellular;secondary;27;224;7;1;other;no
cellular;secondary;22;190;1;9;success;no
cellular;unknown;8;458;6;0;unknown;no
cellular;secondary;20;222;1;1;failure;no
cellular;unknown;8;612;1;1;other;no
telephone;primary;17;137;1;0;unknown;no
unknown;tertiary;7;104;2;0;unknown;no
cellular;secondary;25;206;4;0;unknown;no
cellular;tertiary;3;152;2;0;unknown;no
cellular;tertiary;11;89;1;0;unknown;no
unknown;secondary;2;158;1;0;unknown;no
cellular;primary;14;326;11;0;unknown;yes
unknown;secondary;26;215;3;0;unknown;yes
cellular;secondary;13;53;1;0;unknown;no
cellular;secondary;21;71;11;0;unknown;no
cellular;primary;8;487;2;2;other;no
cellular;secondary;12;340;2;1;failure;no
cellular;tertiary;14;183;1;11;failure;no
cellular;tertiary;17;131;2;0;unknown;yes
telephone;tertiary;29;208;1;2;failure;no
unknown;tertiary;18;311;5;0;unknown;no
cellular;tertiary;10;147;1;8;success;no
unknown;secondary;23;83;1;0;unknown;no
unknown;primary;17;775;3;0;unknown;no
cellular;secondary;28;25;18;0;unknown;no
cellular;tertiary;23;497;5;0;unknown;no
cellular;tertiary;21;223;2;3;other;no
cellular;primary;28;399;3;0;unknown;no
unknown;secondary;13;420;1;0;unknown;no
unknown;secondary;15;233;3;0;unknown;no
cellular;primary;12;702;1;0;unknown;no
cellular;secondary;9;161;1;2;failure;no
cellular;secondary;18;110;1;2;failure;no
cellular;tertiary;8;27;6;0;unknown;no
telephone;primary;12;58;2;1;failure;no
cellular;unknown;20;68;1;0;unknown;no
cellular;tertiary;8;92;2;0;unknown;no
cellular;primary;15;45;1;0;unknown;yes
cellular;secondary;29;79;1;0;unknown;no
cellular;secondary;20;11;5;2;other;no
cellular;tertiary;15;520;1;0;unknown;no
cellular;unknown;17;86;1;0;unknown;no
cellular;tertiary;28;16;16;0;unknown;no
cellular;secondary;14;154;2;0;unknown;no
unknown;primary;14;91;1;0;unknown;no
cellular;secondary;29;389;2;0;unknown;no
cellular;secondary;21;71;15;0;unknown;yes
unknown;secondary;4;111;3;0;unknown;no
unknown;tertiary;20;68;2;0;unknown;no
cellular;secondary;19;75;2;5;failure;no
cellular;primary;8;212;1;0;unknown;yes
cellular;secondary;22;91;2;1;failure;no
cellular;secondary;19;79;2;0;unknown;no
cellular;tertiary;29;646;2;0;unknown;no
cellular;secondary;11;206;1;0;unknown;no
cellular;tertiary;26;257;1;3;failure;no
cellular;secondary;20;470;1;5;other;no
unknown;tertiary;9;133;2;0;unknown;no
unknown;tertiary;6;230;2;0;unknown;no
cellular;primary;19;76;6;0;unknown;no
unknown;unknown;6;26;1;0;unknown;no
cellular;secondary;6;154;2;6;failure;no
cellular;tertiary;30;94;4;0;unknown;yes
cellular;tertiary;6;254;2;0;unknown;no
cellular;tertiary;9;1156;1;0;unknown;yes
cellular;secondary;31;248;5;0;unknown;no
cellular;primary;20;884;3;0;unknown;no
cellular;secondary;18;275;2;0;unknown;yes
cellular;secondary;28;200;2;0;unknown;no
unknown;secondary;26;228;1;0;unknown;no
cellular;secondary;30;475;2;0;unknown;no
cellular;secondary;14;393;5;0;unknown;no
cellular;primary;8;156;4;0;unknown;no
cellular;primary;9;244;3;0;unknown;no
unknown;secondary;13;118;1;0;unknown;no
cellular;secondary;22;40;2;0;unknown;no
unknown;secondary;23;700;3;0;unknown;no
cellular;tertiary;2;97;3;0;unknown;no
cellular;secondary;15;252;1;3;success;no
cellular;secondary;14;360;4;0;unknown;yes
cellular;tertiary;17;235;1;0;unknown;no
unknown;secondary;7;1521;1;0;unknown;no
cellular;tertiary;6;105;4;2;failure;no
cellular;tertiary;29;86;1;0;unknown;yes
cellular;secondary;3;484;1;3;failure;no
telephone;secondary;19;117;1;0;unknown;no
unknown;secondary;9;119;1;0;unknown;no
unknown;primary;7;359;1;0;unknown;no
telephone;primary;30;109;8;0;unknown;no
unknown;secondary;18;236;1;0;unknown;no
telephone;primary;28;203;3;1;failure;no
unknown;primary;20;202;2;0;unknown;no
unknown;secondary;3;42;1;0;unknown;yes
unknown;secondary;5;21;1;0;unknown;yes
cellular;secondary;18;186;1;0;unknown;no
cellular;secondary;13;172;1;0;unknown;no
cellular;secondary;22;527;1;0;unknown;no
telephone;secondary;23;175;1;0;unknown;no
unknown;primary;20;21;18;0;unknown;no
cellular;tertiary;14;370;4;0;unknown;yes
unknown;secondary;29;54;2;0;unknown;no
cellular;secondary;27;63;3;0;unknown;no
unknown;secondary;27;116;3;0;unknown;no
cellular;secondary;16;300;1;0;unknown;no
cellular;tertiary;18;48;1;3;failure;no
unknown;secondary;9;217;1;0;unknown;no
cellular;secondary;18;727;2;0;unknown;no
unknown;secondary;3;193;1;0;unknown;no
cellular;secondary;29;72;1;1;failure;yes
unknown;primary;9;165;1;0;unknown;no
cellular;tertiary;27;345;10;0;unknown;no
unknown;primary;27;206;2;0;unknown;no
cellular;secondary;8;994;2;0;unknown;yes
unknown;tertiary;15;127;2;0;unknown;no
unknown;primary;2;29;32;0;unknown;no
unknown;primary;9;70;3;0;unknown;no
cellular;secondary;19;40;2;0;unknown;yes
telephone;primary;30;185;4;0;unknown;yes
cellular;unknown;7;64;2;0;unknown;no
unknown;secondary;19;97;1;0;unknown;no
cellular;secondary;27;316;5;0;unknown;no
cellular;tertiary;2;125;1;2;failure;no
unknown;primary;21;233;1;0;unknown;no
unknown;secondary;20;14;7;4;other;no
cellular;tertiary;26;245;1;0;unknown;no
unknown;primary;7;109;1;0;unknown;no
cellular;secondary;11;429;2;0;unknown;yes
cellular;tertiary;26;133;11;0;unknown;no
cellular;secondary;8;70;2;0;unknown;no
unknown;primary;13;118;1;0;unknown;no
cellular;secondary;4;1579;1;4;failure;no
telephone;primary;7;29;1;0;unknown;yes
cellular;tertiary;28;13;14;0;unknown;no
cellular;secondary;17;183;1;2;failure;no
cellular;tertiary;18;175;2;0;unknown;no
cellular;secondary;18;288;1;1;other;no
unknown;secondary;6;19;18;0;unknown;no
cellular;secondary;13;136;4;0;unknown;no
unknown;secondary;13;437;2;0;unknown;no
cellular;primary;10;1225;2;0;unknown;no
unknown;primary;21;526;8;0;unknown;no
cellular;secondary;7;91;2;0;unknown;no
cellular;secondary;6;62;1;0;unknown;no
cellular;secondary;11;865;2;1;failure;no
telephone;secondary;4;82;3;0;unknown;no
cellular;secondary;20;219;7;1;failure;no
cellular;tertiary;22;569;1;0;unknown;no
cellular;secondary;18;460;2;0;unknown;no
cellular;secondary;5;238;3;0;unknown;no
cellular;secondary;22;346;5;0;unknown;no
cellular;secondary;19;161;2;0;unknown;no
cellular;tertiary;28;51;9;0;unknown;no
telephone;primary;20;37;1;0;unknown;no
cellular;secondary;7;141;8;2;other;yes
cellular;secondary;30;173;2;0;unknown;no
unknown;secondary;6;209;1;0;unknown;yes
cellular;primary;30;1011;20;0;unknown;no
telephone;tertiary;8;147;2;3;failure;no
cellular;tertiary;25;88;4;0;unknown;no
telephone;secondary;12;52;1;0;unknown;no
unknown;secondary;17;544;3;0;unknown;no
telephone;secondary;12;360;1;5;success;no
cellular;tertiary;11;95;2;0;unknown;no
cellular;secondary;25;322;1;0;unknown;yes
unknown;primary;20;106;3;0;unknown;no
unknown;secondary;9;20;1;0;unknown;no
cellular;secondary;14;178;7;5;other;no
unknown;secondary;12;325;4;0;unknown;no
unknown;secondary;19;343;2;0;unknown;yes
cellular;tertiary;25;213;4;0;unknown;no
cellular;secondary;19;193;3;0;unknown;yes
cellular;tertiary;18;168;7;0;unknown;yes
cellular;secondary;25;423;1;0;unknown;no
unknown;tertiary;6;218;1;0;unknown;no
unknown;primary;20;158;1;0;unknown;no
cellular;secondary;17;433;1;0;unknown;no
unknown;secondary;20;252;3;0;unknown;no
cellular;tertiary;1;175;1;0;unknown;no
cellular;primary;12;192;1;0;unknown;no
cellular;unknown;8;158;1;0;unknown;yes
telephone;primary;20;114;2;0;unknown;no
unknown;tertiary;5;246;1;0;unknown;yes
telephone;secondary;30;44;1;0;unknown;no
cellular;tertiary;14;136;2;0;unknown;no
cellular;tertiary;24;247;2;0;unknown;no
unknown;unknown;28;227;1;0;unknown;no
cellular;secondary;12;219;4;0;unknown;no
telephone;primary;18;326;2;2;success;no
unknown;secondary;20;226;2;0;unknown;no
cellular;primary;18;351;2;0;unknown;no
telephone;primary;27;341;4;3;failure;no
telephone;primary;22;124;1;0;unknown;yes
cellular;tertiary;7;123;3;0;unknown;no
cellular;secondary;27;151;8;0;unknown;yes
cellular;secondary;7;736;7;0;unknown;no
telephone;secondary;16;109;1;0;unknown;no
telephone;tertiary;11;117;2;0;unknown;no
telephone;secondary;8;77;2;0;unknown;yes
cellular;secondary;6;252;3;0;unknown;no
unknown;secondary;3;179;1;0;unknown;no
cellular;secondary;11;106;3;0;unknown;no
telephone;secondary;14;281;3;0;unknown;yes
cellular;primary;24;384;2;0;unknown;no
cellular;secondary;20;217;1;0;unknown;yes
cellular;secondary;19;144;4;0;unknown;yes
cellular;secondary;21;374;1;0;unknown;yes
unknown;tertiary;14;298;1;0;unknown;no
cellular;secondary;28;33;31;0;unknown;no
cellular;tertiary;20;128;2;0;unknown;no
cellular;tertiary;5;129;4;0;unknown;no
cellular;primary;17;984;1;0;unknown;no
unknown;secondary;14;413;2;0;unknown;no
cellular;secondary;18;44;1;3;failure;no
cellular;tertiary;4;70;4;7;other;yes
cellular;unknown;6;463;18;0;unknown;no
cellular;tertiary;2;96;2;0;unknown;no
cellular;secondary;18;276;1;1;failure;no
cellular;primary;16;257;2;9;other;no
cellular;primary;8;131;3;0;unknown;no
cellular;secondary;30;586;2;0;unknown;yes
cellular;secondary;31;267;1;1;failure;no
telephone;secondary;30;29;1;0;unknown;no
unknown;secondary;9;65;6;0;unknown;no
cellular;secondary;25;67;3;0;unknown;no
cellular;tertiary;28;190;1;1;success;no
cellular;unknown;13;287;2;0;unknown;no
unknown;tertiary;17;77;1;0;unknown;no
cellular;primary;20;25;1;0;unknown;no
unknown;secondary;5;669;1;0;unknown;no
telephone;primary;28;122;6;0;unknown;no
cellular;tertiary;27;269;3;3;success;no
telephone;secondary;29;167;1;0;unknown;no
cellular;tertiary;13;244;1;0;unknown;yes
unknown;unknown;30;99;6;0;unknown;no
unknown;secondary;26;76;2;0;unknown;yes
telephone;primary;14;252;4;0;unknown;yes
cellular;tertiary;12;213;3;6;success;no
unknown;secondary;3;14;1;0;unknown;no
telephone;secondary;28;121;2;0;unknown;no
unknown;secondary;30;153;1;0;unknown;no
cellular;primary;11;8;5;3;other;no
cellular;primary;19;244;1;0;unknown;no
unknown;secondary;25;67;2;0;unknown;no
cellular;tertiary;8;169;1;2;failure;no
cellular;tertiary;7;86;2;0;unknown;no
cellular;secondary;29;277;2;0;unknown;yes
cellular;secondary;13;154;5;1;other;no
unknown;secondary;9;135;3;0;unknown;no
cellular;secondary;17;392;1;0;unknown;no
unknown;secondary;8;133;2;0;unknown;no
cellular;secondary;2;96;2;4;success;no
unknown;secondary;20;446;1;0;unknown;no
cellular;secondary;21;20;6;15;other;no
cellular;tertiary;7;291;2;0;unknown;no
unknown;tertiary;17;214;8;0;unknown;no
cellular;tertiary;19;159;2;0;unknown;no
cellular;tertiary;8;275;4;0;unknown;yes
unknown;secondary;8;128;3;0;unknown;no
telephone;primary;19;207;2;1;failure;no
unknown;tertiary;23;146;3;0;unknown;no
unknown;unknown;5;22;1;0;unknown;no
cellular;secondary;18;239;2;3;success;no
cellular;secondary;23;92;1;0;unknown;no
unknown;primary;19;149;4;0;unknown;no
telephone;secondary;16;107;2;0;unknown;no
cellular;tertiary;7;71;2;0;unknown;no
unknown;primary;19;122;6;0;unknown;no
cellular;secondary;18;16;6;1;other;no
telephone;secondary;3;251;1;0;unknown;no
telephone;tertiary;17;215;3;0;unknown;no
cellular;primary;17;128;3;0;unknown;no
cellular;tertiary;18;445;3;0;unknown;no
cellular;tertiary;2;76;2;0;unknown;no
cellular;primary;9;206;1;0;unknown;no
cellular;tertiary;18;155;1;0;unknown;yes
cellular;secondary;4;429;1;1;failure;no
unknown;secondary;5;133;1;0;unknown;yes
cellular;tertiary;19;474;3;3;other;no
cellular;tertiary;15;578;1;1;other;no
cellular;tertiary;6;17;3;2;failure;no
unknown;tertiary;11;74;1;0;unknown;no
cellular;tertiary;16;239;3;1;other;no
cellular;tertiary;19;275;8;0;unknown;yes
cellular;secondary;6;101;1;5;other;no
cellular;tertiary;11;671;1;3;failure;no
cellular;secondary;19;998;1;0;unknown;no
unknown;secondary;12;271;1;0;unknown;no
unknown;secondary;15;133;3;0;unknown;no
unknown;secondary;4;84;2;0;unknown;no
cellular;secondary;7;281;1;0;unknown;no
unknown;tertiary;3;250;1;0;unknown;no
cellular;primary;30;144;1;0;unknown;no
cellular;secondary;14;432;1;0;unknown;no
unknown;primary;9;411;1;0;unknown;no
cellular;tertiary;2;428;2;6;failure;no
cellular;tertiary;22;249;2;2;failure;no
cellular;secondary;19;235;3;0;unknown;no
cellular;tertiary;18;267;2;2;failure;no
telephone;secondary;9;595;1;0;unknown;no
unknown;secondary;20;28;4;0;unknown;no
cellular;secondary;21;257;2;0;unknown;no
cellular;primary;31;630;6;0;unknown;no
unknown;secondary;20;747;5;0;unknown;no
cellular;tertiary;27;87;4;0;unknown;no
unknown;tertiary;29;187;3;0;unknown;no
unknown;secondary;13;452;2;0;unknown;no
unknown;primary;20;36;4;0;unknown;no
cellular;primary;19;277;1;0;unknown;no
cellular;tertiary;5;118;1;0;unknown;no
cellular;tertiary;20;197;2;0;unknown;yes
cellular;secondary;14;101;5;0;unknown;yes
cellular;unknown;2;282;2;1;success;no
cellular;tertiary;14;8;6;4;failure;no
telephone;secondary;17;1448;7;0;unknown;no
cellular;primary;21;344;1;0;unknown;no
cellular;secondary;11;12;8;9;failure;no
unknown;secondary;6;61;1;0;unknown;no
unknown;primary;20;91;6;0;unknown;no
unknown;secondary;21;162;3;0;unknown;no
unknown;secondary;21;339;1;0;unknown;yes
unknown;primary;13;113;2;0;unknown;no
cellular;secondary;5;558;1;0;unknown;no
unknown;secondary;30;69;1;0;unknown;no
cellular;primary;21;429;1;0;unknown;no
unknown;secondary;4;135;2;0;unknown;no
cellular;secondary;27;96;1;3;failure;no
cellular;tertiary;20;68;2;0;unknown;no
cellular;secondary;7;529;2;0;unknown;no
cellular;tertiary;30;650;2;0;unknown;no
cellular;secondary;7;69;1;2;failure;no
cellular;secondary;29;71;7;0;unknown;yes
cellular;tertiary;12;30;7;0;unknown;no
cellular;tertiary;31;9;19;0;unknown;no
cellular;secondary;12;331;2;0;unknown;no
unknown;primary;12;66;1;0;unknown;no
cellular;secondary;20;26;6;0;unknown;no
unknown;primary;6;266;3;0;unknown;no
cellular;tertiary;21;168;2;0;unknown;no
unknown;secondary;4;316;1;0;unknown;yes
telephone;primary;8;1006;2;0;unknown;no
cellular;primary;19;77;1;0;unknown;no
unknown;secondary;9;622;1;0;unknown;no
unknown;secondary;21;494;2;0;unknown;no
unknown;secondary;20;269;1;0;unknown;yes
cellular;secondary;9;543;3;6;failure;no
cellular;primary;29;268;6;0;unknown;no
cellular;secondary;5;397;1;0;unknown;no
cellular;secondary;21;22;4;1;failure;no
unknown;secondary;3;51;2;0;unknown;no
cellular;tertiary;15;208;1;2;success;no
unknown;tertiary;11;450;2;0;unknown;yes
cellular;tertiary;1;201;1;0;unknown;no
cellular;secondary;17;342;3;1;other;no
cellular;unknown;20;181;2;0;unknown;no
cellular;secondary;13;294;1;0;unknown;no
cellular;unknown;30;123;1;4;failure;no
cellular;secondary;13;172;1;0;unknown;no
cellular;unknown;8;1022;1;2;failure;no
cellular;secondary;14;123;1;3;other;no
unknown;secondary;19;420;1;0;unknown;no
cellular;unknown;13;119;2;2;failure;no
cellular;secondary;12;153;1;0;unknown;no
cellular;secondary;11;85;2;0;unknown;no
cellular;tertiary;11;260;3;3;success;no
unknown;secondary;5;528;1;0;unknown;no
unknown;tertiary;29;361;1;0;unknown;no
cellular;secondary;21;59;4;0;unknown;yes
unknown;secondary;19;86;7;0;unknown;no
cellular;primary;6;139;1;0;unknown;yes
unknown;unknown;8;219;4;0;unknown;no
telephone;secondary;15;45;2;0;unknown;no
unknown;tertiary;19;168;4;0;unknown;no
cellular;secondary;30;268;1;5;other;no
unknown;secondary;14;210;2;0;unknown;no
unknown;secondary;20;160;1;0;unknown;no
unknown;secondary;14;1044;2;0;unknown;no
cellular;secondary;9;601;1;0;unknown;yes
unknown;tertiary;27;89;1;0;unknown;no
cellular;tertiary;13;491;2;0;unknown;yes
unknown;tertiary;8;139;1;0;unknown;no
unknown;tertiary;3;267;3;0;unknown;no
cellular;tertiary;15;88;3;0;unknown;yes
cellular;tertiary;17;134;1;0;unknown;no
unknown;secondary;15;126;2;0;unknown;no
cellular;secondary;15;191;1;0;unknown;yes
cellular;tertiary;3;267;4;3;other;no
telephone;tertiary;20;5;3;6;failure;no
unknown;primary;5;560;2;0;unknown;no
cellular;tertiary;30;138;8;0;unknown;no
cellular;tertiary;19;188;4;0;unknown;no
cellular;secondary;15;262;2;2;failure;yes
cellular;tertiary;19;836;3;0;unknown;no
cellular;secondary;29;150;4;0;unknown;no
cellular;tertiary;31;11;17;0;unknown;yes
telephone;tertiary;19;123;1;0;unknown;no
unknown;secondary;15;150;2;0;unknown;yes
cellular;secondary;30;255;2;4;other;yes
cellular;tertiary;18;92;5;0;unknown;no
cellular;primary;4;112;7;0;unknown;no
unknown;tertiary;6;554;1;0;unknown;no
cellular;primary;13;109;2;0;unknown;no
cellular;tertiary;19;116;1;0;unknown;no
cellular;primary;13;363;1;24;other;no
cellular;secondary;7;82;2;0;unknown;no
cellular;tertiary;18;167;3;0;unknown;no
cellular;primary;20;220;1;1;failure;no
cellular;tertiary;18;546;1;0;unknown;no
cellular;secondary;23;1124;2;0;unknown;no
unknown;secondary;8;141;1;0;unknown;no
cellular;secondary;27;188;1;2;other;no
cellular;tertiary;14;107;4;3;failure;no
unknown;secondary;17;320;4;0;unknown;no
cellular;secondary;15;244;3;0;unknown;no
cellular;secondary;22;319;2;0;unknown;no
